Gene ID,Gene symbol,Description,Scientific name,Common name,RefSeq Transcript accessions,RefSeq Protein accessions,SPARCLE ID,Curation Status,RefseqSelect,Default sequence
126049780,DAG1,dystroglycan 1,Accipiter gentilis,Northern goshawk,XM_049826751.1,XP_049682708.1,,model,,default-seq
126063839,DAG1,dystroglycan 1,Elephas maximus indicus,,XM_049862270.1,XP_049718227.1,,model,,default-seq
126385743,dag1,dystroglycan 1,Epinephelus moara,kelp grouper,XM_050037661.1,XP_049893618.1,,model,,default-seq
126499812,Dag1,dystroglycan 1,Microtus fortis,reed vole,XM_050139184.1,XP_049995141.1,,model,,default-seq
126638670,DAG1,dystroglycan 1,Myiozetetes cayanensis,,XM_050312741.1,XP_050168698.1,,model,,default-seq
126948642,DAG1,dystroglycan 1,Macaca thibetana thibetana,,XM_050780761.1,XP_050636718.1,,model,,default-seq
127021491,DAG1,dystroglycan 1,Gymnogyps californianus,California condor,XM_050904575.1,XP_050760532.1,,model,,default-seq
127054161,DAG1,dystroglycan 1,Gopherus flavomarginatus,Mexican gopher tortoise,XM_050960082.1,XP_050816039.1,,model,,default-seq
127153363,dag1,dystroglycan 1,Labeo rohita,rohu,XM_051094420.1,XP_050950377.1,,model,,default-seq
127184419,Dag1,dystroglycan 1,Acomys russatus,golden spiny mouse,XM_051140809.1,XP_050996766.1,,model,,default-seq
127236646,Dag1,dystroglycan 1,Phodopus roborovskii,desert hamster,XM_051204389.1,XP_051060346.1,,model,,default-seq
127371989,dag1,dystroglycan 1,Dicentrarchus labrax,European seabass,XM_051415320.1,XP_051271280.1,,model,,default-seq
127388125,DAG1,dystroglycan 1,Apus apus,common swift,XM_051627226.1,XP_051483186.1,,model,,default-seq
127473496,DAG1,dystroglycan 1,Manacus candei,White-collared manakin,XM_051793153.1,XP_051649113.1,,model,,default-seq
127520688,dag1,dystroglycan 1,Ctenopharyngodon idella,grass carp,XM_051909109.1,XP_051765069.1,,model,,default-seq
127554771,DAG1,dystroglycan 1,Antechinus flavipes,yellow-footed antechinus,XM_051986621.1,XP_051842581.1,,model,,default-seq
127571488,dag1,dystroglycan 1,Pristis pectinata,smalltooth sawfish,XM_052017891.1,XP_051873851.1,,model,,default-seq
127607599,dag1,dystroglycan 1,Hippocampus zosterae,dwarf seahorse,XM_052076068.1,XP_051932028.1,,model,,default-seq
127641381,dag1,dystroglycan 1,Xyrauchen texanus,razorback sucker,XM_052124360.1,XP_051980320.1,,model,,default-seq
127688545,Dag1,dystroglycan 1,Apodemus sylvaticus,European woodmouse,XM_052187288.1,XP_052043248.1,,model,,default-seq
128053542,DAG1,dystroglycan 1,Budorcas taxicolor,takin,XM_052646069.1,XP_052502029.1,,model,,default-seq
128078759,DAG1,dystroglycan 1,Tympanuchus pallidicinctus,lesser prairie-chicken,XM_052679305.1,XP_052535265.1,,model,,default-seq
128099066,Dag1,dystroglycan 1,Peromyscus californicus insignis,,XM_052720724.1,XP_052576684.1,,model,,default-seq
128136928,DAG1,dystroglycan 1,Harpia harpyja,harpy eagle,XM_052777335.1,XP_052633295.1,,model,,default-seq
128343201,DAG1,dystroglycan 1,Hemicordylus capensis,graceful crag lizard,XM_053291818.1,XP_053147793.1,,model,,default-seq
128408105,DAG1,dystroglycan 1,Podarcis raffonei,Aeolian wall lizard,XM_053377328.1,XP_053233303.1,,model,,default-seq
128442250,dag1,dystroglycan 1,Pleuronectes platessa,European plaice,XM_053424614.1,XP_053280589.1,,model,,default-seq
128499788,DAG1,dystroglycan 1,Spea bombifrons,plains spadefoot toad,XM_053468708.1,XP_053324683.1,,model,,default-seq
128511283,dag1,dystroglycan 1,Clarias gariepinus,North African catfish,XM_053484062.1,XP_053340037.1,,model,,default-seq
128591676,DAG1,dystroglycan 1,Nycticebus coucang,slow loris,XM_053599347.1,XP_053455322.1,,model,,default-seq
128624941,dag1,dystroglycan 1,Ictalurus furcatus,blue catfish,XM_053652834.1,XP_053508809.1,,model,,default-seq
128666497,DAG1,dystroglycan 1,Bombina bombina,fire-bellied toad,XM_053721125.1,XP_053577100.1,,model,,default-seq
128760113,dag1,dystroglycan 1,Synchiropus splendidus,mandarinfish,XM_053867131.1,XP_053723106.1,,model,,default-seq
128794183,DAG1,dystroglycan 1,Vidua chalybeata,,XM_053953868.1,XP_053809843.1,,model,,default-seq
128814181,DAG1,dystroglycan 1,Vidua macroura,Pin-tailed whydah,XM_053989785.1,XP_053845760.1,,model,,default-seq
128841230,DAG1,dystroglycan 1,Malaclemys terrapin pileata,,XM_054036083.1,XP_053892058.1,,model,,default-seq
128915461,DAG1,dystroglycan 1,Rissa tridactyla,black-legged kittiwake,XM_054215769.1,XP_054071744.1,,model,,default-seq
128939761,DAG1,dystroglycan 1,Melozone crissalis,California towhee,XM_054280919.1,XP_054136894.1,,model,,default-seq
128971757,DAG1,dystroglycan 1,Indicator indicator,,XM_054387406.1,XP_054243381.1,,model,,default-seq
129033327,DAG1,dystroglycan 1,Pongo pygmaeus,Bornean orangutan,XM_054481662.1,XP_054337637.1,,model,,default-seq
129087686,DAG1,dystroglycan 1,Pteronotus parnellii mesoamericanus,,XM_054594641.1,XP_054450616.1,,model,,default-seq
129105795,dag1,dystroglycan 1,Anoplopoma fimbria,sablefish,XM_054616992.1,XP_054472967.1,,model,,default-seq
129124874,DAG1,dystroglycan 1,Agelaius phoeniceus,red-winged blackbird,XM_054640030.1,XP_054496005.1,,model,,default-seq
129186936,dag1,dystroglycan 1,Dunckerocampus dactyliophorus,ringed pipefish,XM_054785718.1,XP_054641693.1,,model,,default-seq
129211341,DAG1,dystroglycan 1,Grus americana,Whooping crane,XM_054838258.1,XP_054694233.1,,model,,default-seq
129327389,DAG1,dystroglycan 1,Eublepharis macularius,,XM_054975998.1,XP_054831973.1,,model,,default-seq
129452803,dag1,dystroglycan 1,Misgurnus anguillicaudatus,oriental weatherfish,XM_055216830.1,XP_055072805.1,,model,,default-seq
129481702,DAG1,dystroglycan 1,Symphalangus syndactylus,siamang,XM_055276812.1,XP_055132787.1,,model,,default-seq
129521574,DAG1,dystroglycan 1,Nyctereutes procyonoides,raccoon dog,XM_055343198.1,XP_055199173.1,,model,,default-seq
129547840,DAG1,dystroglycan 1,Moschus berezovskii,Chinese forest musk deer,XM_055413833.1,XP_055269808.1,,model,,default-seq
129635369,DAG1,dystroglycan 1,Bubalus carabanensis,carabao,XM_055558315.1,XP_055414290.1,,model,,default-seq
129693100,Dag1,dystroglycan 1,Psammomys obesus,fat sand rat,XM_055629725.1,XP_055485700.1,,model,,default-seq
129704582,dag1,dystroglycan 1,Leucoraja erinacea,little skate,XM_055647802.1,XP_055503777.1,,model,,default-seq
129815768,dag1,dystroglycan 1,Salvelinus fontinalis,brook trout,XM_055869879.1,XP_055725854.1,,model,,default-seq
130037294,DAG1,dystroglycan 1,Sorex cinereus,cinereus shrew,XM_056129036.1,XP_055985011.1,,model,,default-seq
130093613,dag1,dystroglycan 1,Rhinichthys klamathensis goyatoka,,XM_056260575.1,XP_056116550.1,,model,,default-seq
130107088,dag1,dystroglycan 1,Lampris incognitus,smalleye Pacific opah,XM_056273492.1,XP_056129467.1,,model,,default-seq
130147592,DAG1,dystroglycan 1,Falco biarmicus,lanner falcon,XM_056335002.1,XP_056190977.1,,model,,default-seq
130179120,dag1,dystroglycan 1,Seriola aureovittata,,XM_056391889.1,XP_056247864.1,,model,,default-seq
130199226,dag1,dystroglycan 1,Pseudoliparis swirei,,XM_056422531.1,XP_056278506.1,,model,,default-seq
130215505,dag1,dystroglycan 1,Danio aesculapii,,XM_056447321.1,XP_056303296.1,,model,,default-seq
130258173,DAG1,dystroglycan 1,Oenanthe melanoleuca,,XM_056501307.1,XP_056357282.1,,model,,default-seq
130276219,DAG1,dystroglycan 1,Hyla sarda,,XM_056525252.1,XP_056381227.1,,model,,default-seq
130402080,dag1,dystroglycan 1,Gadus chalcogrammus,walleye pollock,XM_056606178.1,XP_056462153.1,,model,,default-seq
130430109,dag1,dystroglycan 1,Triplophysa dalaica,,XM_056759077.1,XP_056615055.1,,model,,default-seq
130493343,DAG1,dystroglycan 1,Euleptes europaea,tarantolino,XM_056867057.1,XP_056723035.1,,model,,default-seq
130524976,dag1,dystroglycan 1,Takifugu flavidus,sansaifugu,XM_057031595.1,XP_056887575.1,,model,,default-seq
130548518,dag1,dystroglycan 1,Triplophysa rosa,,XM_057325351.1,XP_057181334.1,,model,,default-seq
130574687,DAG1,dystroglycan 1,Malurus melanocephalus,red-backed fairy wren,XM_057368047.1,XP_057224030.1,,model,,default-seq
130598338,DAG1,dystroglycan 1,Pezoporus wallicus,ground parrot,XM_057407647.1,XP_057263630.1,,model,,default-seq
130834713,DAG1,dystroglycan 1,Hippopotamus amphibius kiboko,,XM_057705325.1,XP_057561308.1,,model,,default-seq
130872928,Dag1,dystroglycan 1,Chionomys nivalis,European snow vole,XM_057767323.1,XP_057623306.1,,model,,default-seq
131088102,DAG1,dystroglycan 1,Melospiza georgiana,,XM_058031919.1,XP_057887902.1,,model,,default-seq
131106347,dag1,dystroglycan 1,Doryrhamphus excisus,bluestripe pipefish,XM_058055307.1,XP_057911290.1,,model,,default-seq
131193006,DAG1,dystroglycan 1,Ahaetulla prasina,,XM_058172714.1,XP_058028697.1,,model,,default-seq
131342672,dag1,dystroglycan 1,Hemibagrus wyckioides,,XM_058373795.1,XP_058229778.1,,model,,default-seq
131416147,DAG1,dystroglycan 1,Diceros bicornis minor,,XM_058558387.1,XP_058414370.1,,model,,default-seq
131461132,dag1,dystroglycan 1,Solea solea,common sole,XM_058632156.1,XP_058488139.1,,model,,default-seq
131510158,DAG1,dystroglycan 1,Neofelis nebulosa,Clouded leopard,XM_058726916.1,XP_058582899.1,,model,,default-seq
131530066,dag1,dystroglycan 1,Onychostoma macrolepis,,XM_058760144.1,XP_058616127.1,,model,,default-seq
131562917,DAG1,dystroglycan 1,Ammospiza caudacuta,,XM_058812711.1,XP_058668694.1,,model,,default-seq
131582073,DAG1,dystroglycan 1,Poecile atricapillus,Black-capped chickadee,XM_058844887.1,XP_058700870.1,,model,,default-seq
